Time-stamp,Atmospheric pressure (Bar),Accel_x,Accel_y,Accel_z,Temperature (°C),Unnamed:6,Unnamed:7
-26793.353682,nan,nan,-0.988,0.157,-0.263,nan,nan
-26793.373116,nan,nan,-0.984,0.145,-0.287,nan,nan
-26793.392551,nan,nan,-0.988,0.137,-0.308,nan,nan
-26793.411985,nan,nan,-0.988,0.129,-0.344,nan,nan
-26793.43142,nan,nan,-0.976,0.121,-0.397,nan,nan
-26793.450854,nan,nan,-0.964,0.125,-0.421,nan,nan
-26793.470289,nan,nan,-0.968,0.149,-0.437,nan,nan
-26793.489724,nan,nan,-0.976,0.149,-0.449,nan,nan
-26793.509158,nan,nan,-0.961,0.161,-0.462,nan,nan
-26793.528593,nan,nan,-0.949,0.157,-0.453,nan,nan
-26793.548027,nan,nan,-0.937,0.165,-0.409,nan,nan
-26793.567462,nan,nan,-0.937,0.19,-0.356,nan,nan
-26793.586896,nan,nan,-0.957,0.19,-0.324,nan,nan
-26793.606331,nan,nan,-0.937,0.181,-0.324,nan,nan
-26793.625766,nan,nan,-0.933,0.198,-0.332,nan,nan
-26793.6452,nan,nan,-0.929,0.214,-0.316,nan,nan
-26793.664635,nan,nan,-0.953,0.218,-0.283,nan,nan
-26793.684069,nan,nan,-0.945,0.214,-0.271,nan,nan
-26793.703504,nan,nan,-0.929,0.198,-0.283,nan,nan
-26793.722938,nan,nan,-0.913,0.19,-0.296,nan,nan
-26793.742373,nan,nan,-0.909,0.169,-0.296,nan,nan
-26793.761808,nan,nan,-0.913,0.137,-0.279,nan,nan
-26793.781242,nan,nan,-0.925,0.105,-0.259,nan,nan
-26793.800677,nan,nan,-0.933,0.081,-0.251,nan,nan
-26793.820111,nan,nan,-0.929,0.056,-0.243,nan,nan
-26793.839546,nan,nan,-0.949,0.036,-0.239,nan,nan
-26793.85898,nan,nan,-0.988,0.036,-0.219,nan,nan
-26793.878415,nan,nan,-1.012,0.06,-0.243,nan,nan
-26793.89785,nan,nan,-1.008,0.097,-0.279,nan,nan
-26793.917284,nan,nan,-0.996,0.129,-0.3,nan,nan
-26793.936719,nan,nan,-1.012,0.177,-0.308,nan,nan
-26793.956153,nan,nan,-1.059,0.21,-0.275,nan,nan
-26793.975588,nan,nan,-1.095,0.194,-0.206,nan,nan
-26793.995022,nan,nan,-1.071,0.202,-0.166,nan,nan
-26794.014457,nan,nan,-1.032,0.222,-0.121,nan,nan
-26794.033892,nan,nan,-1.035,0.214,-0.073,nan,nan
-26794.053326,nan,nan,-1.051,0.206,-0.049,nan,nan
-26794.072761,nan,nan,-1.055,0.206,-0.045,nan,nan
-26794.092195,nan,nan,-1.063,0.198,-0.061,nan,nan
-26794.11163,nan,nan,-1.083,0.19,-0.069,nan,nan
-26794.131064,nan,nan,-1.099,0.149,-0.081,nan,nan
-26794.150499,nan,nan,-1.059,0.077,-0.097,nan,nan
-26794.169934,nan,nan,-0.98,-0.008,-0.15,nan,nan
-26794.189368,nan,nan,-0.921,-0.085,-0.219,nan,nan
-26794.208803,nan,nan,-0.882,-0.137,-0.283,nan,nan
-26794.228237,nan,nan,-0.87,-0.194,-0.381,nan,nan
-26794.247672,nan,nan,-0.882,-0.19,-0.449,nan,nan
-26794.267106,nan,nan,-0.886,-0.177,-0.453,nan,nan
-26794.286541,nan,nan,-0.878,-0.141,-0.413,nan,nan
-26794.305976,nan,nan,-0.822,-0.153,-0.34,nan,nan
-26794.32541,nan,nan,-0.767,-0.161,-0.287,nan,nan
-26794.344845,nan,nan,-0.732,-0.133,-0.32,nan,nan
-26794.364279,nan,nan,-0.755,-0.085,-0.466,nan,nan
-26794.383714,nan,nan,-0.791,-0.0,-0.571,nan,nan
-26794.403148,nan,nan,-0.842,0.085,-0.607,nan,nan
-26794.422583,nan,nan,-0.87,0.101,-0.53,nan,nan
-26794.442018,nan,nan,-1.035,0.565,-0.607,nan,nan
-26794.461452,nan,nan,-1.462,0.573,-0.688,nan,nan
-26794.480887,nan,nan,-1.327,0.48,-0.559,nan,nan
-26794.500321,nan,nan,-0.925,0.508,-0.356,nan,nan
-26794.519756,nan,nan,-0.68,0.379,-0.105,nan,nan
-26794.53919,nan,nan,-0.755,0.198,0.061,nan,nan
-26794.558625,nan,nan,-0.854,0.129,0.13,nan,nan
-26794.57806,nan,nan,-0.992,0.19,0.045,nan,nan
-26794.597494,nan,nan,-1.13,0.254,-0.174,nan,nan
-26794.616929,nan,nan,-1.217,0.29,-0.364,nan,nan
-26794.636363,nan,nan,-1.201,0.274,-0.453,nan,nan
-26794.655798,nan,nan,-1.087,0.242,-0.385,nan,nan
-26794.675232,nan,nan,-0.984,0.214,-0.239,nan,nan
-26794.694667,nan,nan,-0.929,0.21,-0.126,nan,nan
-26794.714102,nan,nan,-0.941,0.177,-0.126,nan,nan
-26794.733536,nan,nan,-0.988,0.129,-0.174,nan,nan
-26794.752971,nan,nan,-0.984,0.129,-0.202,nan,nan
-26794.772405,nan,nan,-0.949,0.194,-0.247,nan,nan
-26794.79184,nan,nan,-0.953,0.262,-0.255,nan,nan
-26794.811274,nan,nan,-0.988,0.306,-0.247,nan,nan
-26794.830709,nan,nan,-0.988,0.298,-0.235,nan,nan
-26794.850144,nan,nan,-0.957,0.286,-0.206,nan,nan
-26794.869578,nan,nan,-0.921,0.278,-0.158,nan,nan
-26794.889013,nan,nan,-0.945,0.298,-0.121,nan,nan
-26794.908447,nan,nan,-0.976,0.319,-0.105,nan,nan
-26794.927882,nan,nan,-1.008,0.339,-0.089,nan,nan
-26794.947316,nan,nan,-1.016,0.351,-0.053,nan,nan
-26794.966751,nan,nan,-1.0,0.359,-0.012,nan,nan
-26794.986186,nan,nan,-0.972,0.355,0.012,nan,nan
-26795.00562,nan,nan,-0.957,0.359,0.016,nan,nan
-26795.025055,nan,nan,-0.968,0.387,0.008,nan,nan
-26795.044489,nan,nan,-1.004,0.391,-0.004,nan,nan
-26795.063924,nan,nan,-1.024,0.375,-0.0,nan,nan
-26795.083358,nan,nan,-1.02,0.371,-0.0,nan,nan
-26795.102793,nan,nan,-1.004,0.351,0.012,nan,nan
-26795.122228,nan,nan,-0.964,0.339,0.036,nan,nan
-26795.141662,nan,nan,-0.972,0.323,0.053,nan,nan
-26795.161097,nan,nan,-0.984,0.351,0.049,nan,nan
-26795.180531,nan,nan,-1.008,0.331,0.077,nan,nan
-26795.199966,nan,nan,-1.016,0.306,0.138,nan,nan
-26795.2194,nan,nan,-1.02,0.294,0.174,nan,nan
-26795.238835,nan,nan,-1.02,0.347,0.194,nan,nan
-26795.25827,nan,nan,-1.039,0.359,0.223,nan,nan
-26795.277704,nan,nan,-1.047,0.327,0.255,nan,nan
-26795.297139,nan,nan,-1.063,0.339,0.328,nan,nan
-26795.316573,nan,nan,-1.107,0.375,0.405,nan,nan
-26795.336008,nan,nan,-1.15,0.31,0.466,nan,nan
-26795.355442,nan,nan,-1.166,0.242,0.466,nan,nan
-26795.374877,nan,nan,-1.193,0.23,0.502,nan,nan
-26795.394312,nan,nan,-1.264,0.169,0.595,nan,nan
-26795.413746,nan,nan,-1.252,0.121,0.664,nan,nan
-26795.433181,nan,nan,-1.075,0.02,0.717,nan,nan
-26795.452615,nan,nan,-0.893,0.016,0.684,nan,nan
-26795.47205,nan,nan,-0.755,0.069,0.571,nan,nan
-26795.491484,nan,nan,-0.688,0.089,0.51,nan,nan
-26795.510919,nan,nan,-0.598,0.097,0.555,nan,nan
-26795.530354,nan,nan,-0.519,0.073,0.713,nan,nan
-26795.549788,nan,nan,-0.483,0.056,0.81,nan,nan
-26795.569223,nan,nan,-0.452,0.052,0.818,nan,nan
-26795.588657,nan,nan,-0.4,0.129,0.765,nan,nan
-26795.608092,nan,nan,-0.389,0.077,0.785,nan,nan
-26795.627526,nan,nan,-0.318,0.109,0.802,nan,nan
-26795.646961,nan,nan,-0.294,0.077,0.879,nan,nan
-26795.666396,nan,nan,-0.325,0.194,0.858,nan,nan
-26795.68583,nan,nan,-0.148,0.23,0.935,nan,nan
-26795.705265,nan,nan,-0.041,0.065,1.093,nan,nan
-26795.724699,nan,nan,-0.14,0.21,1.049,nan,nan
-26795.744134,nan,nan,-0.396,0.25,0.968,nan,nan
-26795.763568,nan,nan,-0.408,0.161,0.806,nan,nan
-26795.783003,nan,nan,-0.274,0.222,0.883,nan,nan
-26795.802438,nan,nan,-0.179,0.185,0.996,nan,nan
-26795.821872,nan,nan,-0.164,0.21,0.968,nan,nan
-26795.841307,nan,nan,-0.306,0.31,0.891,nan,nan
-26795.860741,nan,nan,-0.495,0.302,1.125,nan,nan
-26795.880176,nan,nan,-0.487,0.375,1.093,nan,nan
-26795.89961,nan,nan,-0.464,0.504,0.858,nan,nan
-26795.919045,nan,nan,-0.475,0.625,0.672,nan,nan
-26795.938479,nan,nan,-0.436,0.734,0.567,nan,nan
-26795.957914,nan,nan,-0.369,0.819,0.551,nan,nan
-26795.977349,nan,nan,-0.341,0.831,0.555,nan,nan
-26795.996783,nan,nan,-0.337,0.863,0.526,nan,nan
-26796.016218,nan,nan,-0.345,0.903,0.49,nan,nan
-26796.035652,nan,nan,-0.365,0.956,0.47,nan,nan
-26796.055087,nan,nan,-0.42,0.927,0.433,nan,nan
-26796.074521,nan,nan,-0.424,0.915,0.514,nan,nan
-26796.093956,nan,nan,-0.396,0.915,0.559,nan,nan
-26796.113391,nan,nan,-0.404,0.907,0.53,nan,nan
-26796.132825,nan,nan,-0.416,0.895,0.522,nan,nan
-26796.15226,nan,nan,-0.416,0.911,0.518,nan,nan
-26796.171694,nan,nan,-0.396,0.911,0.514,nan,nan
-26796.191129,nan,nan,-0.345,0.863,0.486,nan,nan
-26796.210563,nan,nan,-0.294,0.762,0.494,nan,nan
-26796.229998,nan,nan,-0.262,0.754,0.514,nan,nan
-26796.249433,nan,nan,-0.239,0.843,0.611,nan,nan
-26796.268867,nan,nan,-0.176,0.786,0.64,nan,nan
-26796.288302,nan,nan,-0.164,0.73,0.615,nan,nan
-26796.307736,nan,nan,-0.148,0.706,0.652,nan,nan
-26796.327171,nan,nan,-0.199,0.706,0.648,nan,nan
-26796.346605,nan,nan,-0.262,0.694,0.636,nan,nan
-26796.36604,nan,nan,-0.274,0.726,0.648,nan,nan
-26796.385475,nan,nan,-0.262,0.738,0.66,nan,nan
-26796.404909,nan,nan,-0.243,0.758,0.664,nan,nan
-26796.424344,nan,nan,-0.231,0.79,0.652,nan,nan
-26796.443778,nan,nan,-0.231,0.823,0.615,nan,nan
-26796.463213,nan,nan,-0.215,0.839,0.579,nan,nan
-26796.482647,nan,nan,-0.207,0.81,0.551,nan,nan
-26796.502082,nan,nan,-0.176,0.875,0.534,nan,nan
-26796.521517,nan,nan,-0.211,0.835,0.526,nan,nan
-26796.540951,nan,nan,-0.211,0.819,0.534,nan,nan
-26796.560386,nan,nan,-0.203,0.786,0.551,nan,nan
-26796.57982,nan,nan,-0.223,0.702,0.571,nan,nan
-26796.599255,nan,nan,-0.247,0.714,0.672,nan,nan
-26796.618689,nan,nan,-0.254,0.669,0.64,nan,nan
-26796.638124,nan,nan,-0.377,0.565,0.68,nan,nan
-26796.657559,nan,nan,-0.314,0.577,0.761,nan,nan
-26796.676993,nan,nan,-0.294,0.613,0.87,nan,nan
-26796.696428,nan,nan,-0.29,0.738,0.883,nan,nan
-26796.715862,nan,nan,-0.223,0.718,1.024,nan,nan
-26796.735297,nan,nan,-0.199,0.685,0.87,nan,nan
-26796.754731,nan,nan,-0.203,0.681,0.745,nan,nan
-26796.774166,nan,nan,-0.231,0.653,0.688,nan,nan
-26796.793601,nan,nan,-0.258,0.552,0.575,nan,nan
-26796.813035,nan,nan,-0.46,0.601,0.49,nan,nan
-26796.83247,nan,nan,-0.341,0.754,0.668,nan,nan
-26796.851904,nan,nan,-0.262,0.823,0.781,nan,nan
-26796.871339,nan,nan,-0.203,0.806,0.664,nan,nan
-26796.890773,nan,nan,-0.227,0.851,0.599,nan,nan
-26796.910208,nan,nan,-0.306,0.948,0.632,nan,nan
-26796.929643,nan,nan,-0.282,0.935,0.676,nan,nan
-26796.949077,nan,nan,-0.27,0.875,0.64,nan,nan
-26796.968512,nan,nan,-0.274,0.827,0.66,nan,nan
-26796.987946,nan,nan,-0.247,0.782,0.676,nan,nan
-26797.007381,nan,nan,-0.215,0.75,0.652,nan,nan
-26797.026815,nan,nan,-0.215,0.718,0.644,nan,nan
-26797.04625,nan,nan,-0.207,0.685,0.66,nan,nan
-26797.065685,nan,nan,-0.207,0.673,0.688,nan,nan
-26797.085119,nan,nan,-0.227,0.694,0.684,nan,nan
-26797.104554,nan,nan,-0.223,0.738,0.66,nan,nan
-26797.123988,nan,nan,-0.223,0.762,0.656,nan,nan
-26797.143423,nan,nan,-0.254,0.766,0.68,nan,nan
-26797.162857,nan,nan,-0.274,0.766,0.7,nan,nan
-26797.182292,nan,nan,-0.278,0.774,0.688,nan,nan
-26797.201727,nan,nan,-0.278,0.786,0.66,nan,nan
-26797.221161,nan,nan,-0.274,0.782,0.66,nan,nan
-26797.240596,nan,nan,-0.282,0.762,0.672,nan,nan
-26797.26003,nan,nan,-0.27,0.75,0.688,nan,nan
-26797.279465,nan,nan,-0.27,0.742,0.692,nan,nan
-26797.298899,nan,nan,-0.27,0.742,0.688,nan,nan
-26797.318334,nan,nan,-0.282,0.734,0.688,nan,nan
-26797.337769,nan,nan,-0.278,0.734,0.688,nan,nan
-26797.357203,nan,nan,-0.266,0.714,0.692,nan,nan
-26797.376638,nan,nan,-0.286,0.694,0.713,nan,nan
-26797.396072,nan,nan,-0.306,0.694,0.704,nan,nan
-26797.415507,nan,nan,-0.302,0.73,0.692,nan,nan
-26797.434941,nan,nan,-0.29,0.742,0.692,nan,nan
-26797.454376,nan,nan,-0.298,0.734,0.704,nan,nan
-26797.473811,nan,nan,-0.302,0.734,0.708,nan,nan
-26797.493245,nan,nan,-0.329,0.75,0.692,nan,nan
-26797.51268,nan,nan,-0.314,0.669,0.725,nan,nan
-26797.532114,nan,nan,-0.314,0.722,0.7,nan,nan
-26797.551549,nan,nan,-0.302,0.73,0.708,nan,nan
-26797.570983,nan,nan,-0.282,0.762,0.684,nan,nan
-26797.590418,nan,nan,-0.298,0.766,0.668,nan,nan
-26797.609853,nan,nan,-0.298,0.649,0.773,nan,nan
-26797.629287,nan,nan,-0.286,0.681,0.684,nan,nan
-26797.648722,nan,nan,-0.294,0.698,0.68,nan,nan
-26797.668156,nan,nan,-0.298,0.714,0.704,nan,nan
-26797.687591,nan,nan,-0.306,0.73,0.696,nan,nan
-26797.707025,nan,nan,-0.329,0.738,0.717,nan,nan
-26797.72646,nan,nan,-0.365,0.702,0.729,nan,nan
-26797.745895,nan,nan,-0.298,0.677,0.692,nan,nan
-26797.765329,nan,nan,-0.357,0.657,0.749,nan,nan
-26797.784764,nan,nan,-0.369,0.685,0.749,nan,nan
-26797.804198,nan,nan,-0.365,0.653,0.781,nan,nan
-26797.823633,nan,nan,-0.361,0.637,0.781,nan,nan
-26797.843067,nan,nan,-0.353,0.649,0.753,nan,nan
-26797.862502,nan,nan,-0.314,0.738,0.704,nan,nan
-26797.881937,nan,nan,-0.404,0.694,0.757,nan,nan
-26797.901371,nan,nan,-0.349,0.621,0.798,nan,nan
-26797.920806,nan,nan,-0.396,0.734,0.781,nan,nan
-26797.94024,nan,nan,-0.349,0.778,0.753,nan,nan
-26797.959675,nan,nan,-0.29,0.71,0.733,nan,nan
-26797.979109,nan,nan,-0.27,0.621,0.725,nan,nan
-26797.998544,nan,nan,-0.262,0.597,0.717,nan,nan
-26798.017979,nan,nan,-0.262,0.573,0.733,nan,nan
-26798.037413,nan,nan,-0.282,0.516,0.785,nan,nan
-26798.056848,nan,nan,-0.278,0.46,0.806,nan,nan
-26798.076282,nan,nan,-0.29,0.399,0.842,nan,nan
-26798.095717,nan,nan,-0.318,0.476,0.822,nan,nan
-26798.115151,nan,nan,-0.349,0.569,0.798,nan,nan
-26798.134586,nan,nan,-0.349,0.536,0.81,nan,nan
-26798.154021,nan,nan,-0.452,0.484,0.899,nan,nan
-26798.173455,nan,nan,-0.448,0.54,0.862,nan,nan
-26798.19289,nan,nan,-0.337,0.399,0.83,nan,nan
-26798.212324,nan,nan,-0.333,0.444,0.822,nan,nan
-26798.231759,nan,nan,-0.341,0.415,0.777,nan,nan
-26798.251193,nan,nan,-0.266,0.504,0.789,nan,nan
-26798.270628,nan,nan,-0.389,0.605,0.737,nan,nan
-26798.290063,nan,nan,-0.353,0.661,0.733,nan,nan
-26798.309497,nan,nan,-0.444,0.738,0.793,nan,nan
-26798.328932,nan,nan,-0.562,0.661,0.976,nan,nan
-26798.348366,nan,nan,-0.527,0.661,0.927,nan,nan
-26798.367801,nan,nan,-0.499,0.649,0.862,nan,nan
-26798.387235,nan,nan,-0.4,0.617,0.802,nan,nan
-26798.40667,nan,nan,-0.321,0.649,0.769,nan,nan
-26798.426104,nan,nan,-0.254,0.605,0.688,nan,nan
-26798.445539,nan,nan,-0.215,0.718,0.628,nan,nan
-26798.464974,nan,nan,-0.274,0.613,0.745,nan,nan
-26798.484408,nan,nan,-0.341,0.605,0.789,nan,nan
-26798.503843,nan,nan,-0.353,0.613,0.789,nan,nan
-26798.523277,nan,nan,-0.345,0.694,0.769,nan,nan
-26798.542712,nan,nan,-0.294,0.56,0.777,nan,nan
-26798.562146,nan,nan,-0.278,0.56,0.749,nan,nan
-26798.581581,nan,nan,-0.341,0.504,0.789,nan,nan
-26798.601016,nan,nan,-0.361,0.375,0.85,nan,nan
-26798.62045,nan,nan,-0.373,0.601,0.793,nan,nan
-26798.639885,nan,nan,-0.389,0.766,0.761,nan,nan
-26798.659319,nan,nan,-0.412,0.734,0.781,nan,nan
-26798.678754,nan,nan,-0.4,0.681,0.769,nan,nan
-26798.698188,nan,nan,-0.389,0.681,0.733,nan,nan
-26798.717623,nan,nan,-0.373,0.645,0.753,nan,nan
-26798.737058,nan,nan,-0.12,0.452,0.895,nan,nan
-26798.756492,nan,nan,-0.243,0.347,0.733,nan,nan
-26798.775927,nan,nan,-0.404,0.54,0.66,nan,nan
-26798.795361,nan,nan,-0.483,0.427,0.81,nan,nan
-26798.814796,nan,nan,-0.389,0.774,0.793,nan,nan
-26798.83423,nan,nan,-0.491,0.887,0.81,nan,nan
-26798.853665,nan,nan,-0.499,0.71,0.789,nan,nan
-26798.8731,nan,nan,-0.365,0.96,0.652,nan,nan
-26798.892534,nan,nan,-0.29,0.798,0.684,nan,nan
-26798.911969,nan,nan,-0.365,0.431,0.806,nan,nan
-26798.931403,nan,nan,-0.329,-0.089,0.98,nan,nan
-26798.950838,nan,nan,-0.286,0.472,0.749,nan,nan
-26798.970272,nan,nan,-0.353,0.548,0.793,nan,nan
-26798.989707,nan,nan,-0.42,0.589,0.866,nan,nan
-26799.009142,nan,nan,-0.471,0.625,0.854,nan,nan
-26799.028576,nan,nan,-0.452,0.69,0.81,nan,nan
-26799.048011,nan,nan,-0.424,0.79,0.737,nan,nan
-26799.067445,nan,nan,-0.377,0.698,0.725,nan,nan
-26799.08688,nan,nan,-0.333,0.569,0.753,nan,nan
-26799.106314,nan,nan,-0.294,0.633,0.672,nan,nan
-26799.125749,nan,nan,-0.369,0.524,0.749,nan,nan
-26799.145184,nan,nan,-0.318,0.512,0.789,nan,nan
-26799.164618,nan,nan,-0.333,0.601,0.753,nan,nan
-26799.184053,nan,nan,-0.243,0.48,0.802,nan,nan
-26799.203487,nan,nan,-0.385,0.548,0.733,nan,nan
-26799.222922,nan,nan,-0.495,0.621,0.793,nan,nan
-26799.242356,nan,nan,-0.503,0.609,0.826,nan,nan
-26799.261791,nan,nan,-0.44,0.548,0.907,nan,nan
-26799.281226,nan,nan,-0.353,0.855,0.708,nan,nan
-26799.30066,nan,nan,-0.357,0.911,0.652,nan,nan
-26799.320095,nan,nan,-0.428,0.839,0.611,nan,nan
-26799.339529,nan,nan,-0.424,0.375,0.87,nan,nan
-26799.358964,nan,nan,-0.385,0.363,0.83,nan,nan
-26799.378398,nan,nan,-0.377,1.206,0.478,nan,nan
-26799.397833,nan,nan,-0.436,1.04,0.628,nan,nan
-26799.417268,nan,nan,-0.294,-0.714,1.02,nan,nan
-26799.436702,nan,nan,-0.302,0.25,0.858,nan,nan
-26799.456137,nan,nan,-0.349,0.617,0.749,nan,nan
-26799.475571,nan,nan,-0.361,0.617,0.826,nan,nan
-26799.495006,nan,nan,-0.448,0.685,0.793,nan,nan
-26799.51444,nan,nan,-0.424,0.718,0.741,nan,nan
-26799.533875,nan,nan,-0.408,0.669,0.785,nan,nan
-26799.55331,nan,nan,-0.381,0.54,0.761,nan,nan
-26799.572744,nan,nan,-0.353,0.512,0.741,nan,nan
-26799.592179,nan,nan,-0.318,0.524,0.761,nan,nan
-26799.611613,nan,nan,-0.318,0.556,0.785,nan,nan
-26799.631048,nan,nan,-0.349,0.593,0.814,nan,nan
-26799.650482,nan,nan,-0.404,0.625,0.822,nan,nan
-26799.669917,nan,nan,-0.416,0.649,0.81,nan,nan
-26799.689352,nan,nan,-0.396,0.653,0.781,nan,nan
-26799.708786,nan,nan,-0.361,0.681,0.741,nan,nan
-26799.728221,nan,nan,-0.321,0.685,0.704,nan,nan
-26799.747655,nan,nan,-0.31,0.669,0.7,nan,nan
-26799.76709,nan,nan,-0.333,0.641,0.737,nan,nan
-26799.786524,nan,nan,-0.333,0.645,0.745,nan,nan
-26799.805959,nan,nan,-0.333,0.653,0.749,nan,nan
-26799.825394,nan,nan,-0.337,0.661,0.745,nan,nan
-26799.844828,nan,nan,-0.345,0.633,0.765,nan,nan
-26799.864263,nan,nan,-0.361,0.601,0.793,nan,nan
-26799.883697,nan,nan,-0.369,0.601,0.789,nan,nan
-26799.903132,nan,nan,-0.361,0.605,0.789,nan,nan
-26799.922566,nan,nan,-0.349,0.613,0.777,nan,nan
-26799.942001,nan,nan,-0.349,0.621,0.773,nan,nan
-26799.961436,nan,nan,-0.337,0.625,0.765,nan,nan
-26799.98087,nan,nan,-0.337,0.613,0.769,nan,nan
-26800.000305,nan,nan,-0.357,0.601,0.777,nan,nan
-26800.019739,nan,nan,-0.357,0.629,0.777,nan,nan
-26800.039174,nan,nan,-0.349,0.653,0.757,nan,nan
-26800.058608,nan,nan,-0.353,0.645,0.781,nan,nan
-26800.078043,nan,nan,-0.357,0.629,0.777,nan,nan
-26800.097478,nan,nan,-0.357,0.613,0.769,nan,nan
-26800.116912,nan,nan,-0.345,0.605,0.773,nan,nan
-26800.136347,nan,nan,-0.341,0.613,0.769,nan,nan
-26800.155781,nan,nan,-0.345,0.617,0.773,nan,nan
-26800.175216,nan,nan,-0.31,0.512,0.822,nan,nan
-26800.19465,nan,nan,-0.341,0.532,0.785,nan,nan
-26800.214085,nan,nan,-0.369,0.633,0.777,nan,nan
-26800.23352,nan,nan,-0.357,0.617,0.798,nan,nan
-26800.252954,nan,nan,-0.156,0.73,0.773,nan,nan
-26800.272389,nan,nan,-0.325,0.589,0.814,nan,nan
-26800.291823,nan,nan,-0.341,0.581,0.789,nan,nan
-26800.311258,nan,nan,-0.345,0.645,0.761,nan,nan
-26800.330692,nan,nan,-0.353,0.645,0.781,nan,nan
-26800.350127,nan,nan,-0.373,0.641,0.785,nan,nan
-26800.369562,nan,nan,-0.385,0.605,0.798,nan,nan
-26800.388996,nan,nan,-0.369,0.597,0.793,nan,nan
-26800.408431,nan,nan,-0.337,0.625,0.781,nan,nan
-26800.427865,nan,nan,-0.349,0.581,0.765,nan,nan
-26800.4473,nan,nan,-0.333,0.593,0.753,nan,nan
-26800.466734,nan,nan,-0.345,0.593,0.761,nan,nan
-26800.486169,nan,nan,-0.396,0.593,0.781,nan,nan
-26800.505604,nan,nan,-0.404,0.605,0.814,nan,nan
-26800.525038,nan,nan,-0.428,0.625,0.83,nan,nan
-26800.544473,nan,nan,-0.396,0.585,0.842,nan,nan
-26800.563907,nan,nan,-0.365,0.54,0.818,nan,nan
-26800.583342,nan,nan,-0.345,0.544,0.802,nan,nan
-26800.602776,nan,nan,-0.4,0.581,0.717,nan,nan
-26800.622211,nan,nan,-0.412,0.649,0.818,nan,nan
-26800.641646,nan,nan,-0.381,0.617,0.838,nan,nan
-26800.66108,nan,nan,-0.306,0.456,0.798,nan,nan
-26800.680515,nan,nan,-0.239,0.427,0.773,nan,nan
-26800.699949,nan,nan,-0.262,0.548,0.749,nan,nan
-26800.719384,nan,nan,-0.373,0.617,0.793,nan,nan
-26800.738818,nan,nan,-0.4,0.617,0.854,nan,nan
-26800.758253,nan,nan,-0.456,0.621,0.838,nan,nan
-26800.777687,nan,nan,-0.511,0.677,0.798,nan,nan
-26800.797122,nan,nan,-0.393,0.52,0.866,nan,nan
-26800.816557,nan,nan,-0.274,0.44,0.834,nan,nan
-26800.835991,nan,nan,-0.27,0.472,0.802,nan,nan
-26800.855426,nan,nan,-0.333,0.48,0.846,nan,nan
-26800.87486,nan,nan,-0.349,0.508,0.87,nan,nan
-26800.894295,nan,nan,-0.365,0.548,0.834,nan,nan
-26800.913729,nan,nan,-0.353,0.601,0.802,nan,nan
-26800.933164,nan,nan,-0.179,0.367,0.83,nan,nan
-26800.952599,nan,nan,-0.231,0.367,0.802,nan,nan
-26800.972033,nan,nan,-0.495,0.589,0.83,nan,nan
-26800.991468,nan,nan,-0.471,0.617,0.903,nan,nan
-26801.010902,nan,nan,-0.369,0.637,0.891,nan,nan
-26801.030337,nan,nan,-0.444,0.565,0.879,nan,nan
-26801.049771,nan,nan,-0.408,0.565,0.842,nan,nan
-26801.069206,nan,nan,-0.314,0.617,0.802,nan,nan
-26801.088641,nan,nan,-0.243,0.637,0.777,nan,nan
-26801.108075,nan,nan,-0.302,0.323,0.891,nan,nan
-26801.12751,nan,nan,-0.243,0.238,0.879,nan,nan
-26801.146944,nan,nan,-0.278,0.387,0.818,nan,nan
-26801.166379,nan,nan,-0.333,0.54,0.846,nan,nan
-26801.185813,nan,nan,-0.4,0.48,0.903,nan,nan
-26801.205248,nan,nan,-0.412,0.528,0.919,nan,nan
-26801.224683,nan,nan,-0.424,0.573,0.883,nan,nan
-26801.244117,nan,nan,-0.389,0.665,0.814,nan,nan
-26801.263552,nan,nan,-0.318,0.484,0.834,nan,nan
-26801.282986,nan,nan,-0.278,0.435,0.826,nan,nan
-26801.302421,nan,nan,-0.282,0.484,0.814,nan,nan
-26801.321855,nan,nan,-0.318,0.476,0.842,nan,nan
-26801.34129,nan,nan,-0.353,0.395,0.899,nan,nan
-26801.360725,nan,nan,-0.361,0.456,0.907,nan,nan
-26801.380159,nan,nan,-0.381,0.5,0.895,nan,nan
-26801.399594,nan,nan,-0.361,0.528,0.891,nan,nan
-26801.419028,nan,nan,-0.274,0.423,0.891,nan,nan
-26801.438463,nan,nan,-0.365,0.444,0.838,nan,nan
-26801.457897,nan,nan,-0.396,0.456,0.862,nan,nan
-26801.477332,nan,nan,-0.306,0.444,0.862,nan,nan
-26801.496767,nan,nan,-0.341,0.512,0.826,nan,nan
-26801.516201,nan,nan,-0.381,0.52,0.862,nan,nan
-26801.535636,nan,nan,-0.412,0.528,0.887,nan,nan
-26801.55507,nan,nan,-0.393,0.468,0.879,nan,nan
-26801.574505,nan,nan,-0.365,0.54,0.83,nan,nan
-26801.593939,nan,nan,-0.424,0.609,0.842,nan,nan
-26801.613374,nan,nan,-0.361,0.605,0.838,nan,nan
-26801.632809,nan,nan,-0.365,0.653,0.798,nan,nan
-26801.652243,nan,nan,-0.349,0.448,0.846,nan,nan
-26801.671678,nan,nan,-0.321,0.395,0.842,nan,nan
-26801.691112,nan,nan,-0.337,0.504,0.818,nan,nan
-26801.710547,nan,nan,-0.357,0.532,0.838,nan,nan
-26801.729981,nan,nan,-0.408,0.528,0.891,nan,nan
