Time-stamp,Atmospheric pressure (Bar),Accel_x,Accel_y,Accel_z,Temperature (°C),Unnamed:6,Unnamed:7
-26774.152326,nan,nan,-0.199,0.117,1.036,nan,nan
-26774.171761,nan,nan,-0.199,0.121,1.032,nan,nan
-26774.191195,nan,nan,-0.199,0.121,1.036,nan,nan
-26774.21063,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.230064,nan,nan,-0.199,0.117,1.032,nan,nan
-26774.249499,nan,nan,-0.207,0.121,1.028,nan,nan
-26774.268934,nan,nan,-0.207,0.117,1.036,nan,nan
-26774.288368,nan,nan,-0.203,0.117,1.028,nan,nan
-26774.307803,nan,nan,-0.203,0.121,1.04,nan,nan
-26774.327237,nan,nan,-0.207,0.117,1.032,nan,nan
-26774.346672,nan,nan,-0.199,0.121,1.036,nan,nan
-26774.366106,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.385541,nan,nan,-0.207,0.121,1.032,nan,nan
-26774.404976,nan,nan,-0.199,0.121,1.036,nan,nan
-26774.42441,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.443845,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.463279,nan,nan,-0.203,0.117,1.028,nan,nan
-26774.482714,nan,nan,-0.203,0.121,1.028,nan,nan
-26774.502148,nan,nan,-0.203,0.117,1.032,nan,nan
-26774.521583,nan,nan,-0.203,0.117,1.032,nan,nan
-26774.541018,nan,nan,-0.203,0.117,1.032,nan,nan
-26774.560452,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.579887,nan,nan,-0.203,0.117,1.036,nan,nan
-26774.599321,nan,nan,-0.203,0.117,1.036,nan,nan
-26774.618756,nan,nan,-0.207,0.113,1.032,nan,nan
-26774.63819,nan,nan,-0.199,0.121,1.028,nan,nan
-26774.657625,nan,nan,-0.207,0.117,1.036,nan,nan
-26774.67706,nan,nan,-0.199,0.117,1.036,nan,nan
-26774.696494,nan,nan,-0.199,0.121,1.036,nan,nan
-26774.715929,nan,nan,-0.199,0.121,1.032,nan,nan
-26774.735363,nan,nan,-0.203,0.121,1.024,nan,nan
-26774.754798,nan,nan,-0.203,0.117,1.032,nan,nan
-26774.774232,nan,nan,-0.203,0.125,1.036,nan,nan
-26774.793667,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.813102,nan,nan,-0.203,0.117,1.036,nan,nan
-26774.832536,nan,nan,-0.207,0.117,1.032,nan,nan
-26774.851971,nan,nan,-0.203,0.117,1.032,nan,nan
-26774.871405,nan,nan,-0.207,0.117,1.028,nan,nan
-26774.89084,nan,nan,-0.203,0.121,1.036,nan,nan
-26774.910274,nan,nan,-0.207,0.117,1.032,nan,nan
-26774.929709,nan,nan,-0.199,0.117,1.028,nan,nan
-26774.949144,nan,nan,-0.203,0.121,1.032,nan,nan
-26774.968578,nan,nan,-0.211,0.117,1.032,nan,nan
-26774.988013,nan,nan,-0.203,0.117,1.028,nan,nan
-26775.007447,nan,nan,-0.199,0.121,1.032,nan,nan
-26775.026882,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.046316,nan,nan,-0.199,0.117,1.028,nan,nan
-26775.065751,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.085186,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.10462,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.124055,nan,nan,-0.203,0.117,1.032,nan,nan
-26775.143489,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.162924,nan,nan,-0.203,0.121,1.028,nan,nan
-26775.182358,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.201793,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.221228,nan,nan,-0.199,0.121,1.028,nan,nan
-26775.240662,nan,nan,-0.203,0.121,1.036,nan,nan
-26775.260097,nan,nan,-0.203,0.117,1.032,nan,nan
-26775.279531,nan,nan,-0.207,0.121,1.028,nan,nan
-26775.298966,nan,nan,-0.199,0.121,1.032,nan,nan
-26775.3184,nan,nan,-0.199,0.121,1.032,nan,nan
-26775.337835,nan,nan,-0.203,0.117,1.036,nan,nan
-26775.35727,nan,nan,-0.203,0.117,1.036,nan,nan
-26775.376704,nan,nan,-0.203,0.117,1.032,nan,nan
-26775.396139,nan,nan,-0.195,0.121,1.032,nan,nan
-26775.415573,nan,nan,-0.199,0.121,1.036,nan,nan
-26775.435008,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.454442,nan,nan,-0.199,0.121,1.028,nan,nan
-26775.473877,nan,nan,-0.203,0.117,1.04,nan,nan
-26775.493312,nan,nan,-0.203,0.121,1.036,nan,nan
-26775.512746,nan,nan,-0.199,0.121,1.036,nan,nan
-26775.532181,nan,nan,-0.203,0.117,1.028,nan,nan
-26775.551615,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.57105,nan,nan,-0.207,0.117,1.032,nan,nan
-26775.590484,nan,nan,-0.203,0.121,1.028,nan,nan
-26775.609919,nan,nan,-0.203,0.121,1.036,nan,nan
-26775.629354,nan,nan,-0.207,0.113,1.036,nan,nan
-26775.648788,nan,nan,-0.203,0.117,1.04,nan,nan
-26775.668223,nan,nan,-0.207,0.117,1.036,nan,nan
-26775.687657,nan,nan,-0.203,0.117,1.032,nan,nan
-26775.707092,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.726526,nan,nan,-0.203,0.117,1.032,nan,nan
-26775.745961,nan,nan,-0.203,0.113,1.036,nan,nan
-26775.765396,nan,nan,-0.203,0.121,1.036,nan,nan
-26775.78483,nan,nan,-0.203,0.125,1.036,nan,nan
-26775.804265,nan,nan,-0.207,0.121,1.036,nan,nan
-26775.823699,nan,nan,-0.203,0.117,1.036,nan,nan
-26775.843134,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.862568,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.882003,nan,nan,-0.203,0.121,1.036,nan,nan
-26775.901438,nan,nan,-0.203,0.117,1.036,nan,nan
-26775.920872,nan,nan,-0.207,0.117,1.036,nan,nan
-26775.940307,nan,nan,-0.203,0.121,1.032,nan,nan
-26775.959741,nan,nan,-0.199,0.121,1.036,nan,nan
-26775.979176,nan,nan,-0.199,0.121,1.036,nan,nan
-26775.99861,nan,nan,-0.199,0.117,1.036,nan,nan
-26776.018045,nan,nan,-0.207,0.117,1.028,nan,nan
-26776.037479,nan,nan,-0.199,0.121,1.036,nan,nan
-26776.056914,nan,nan,-0.207,0.121,1.032,nan,nan
-26776.076349,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.095783,nan,nan,-0.203,0.117,1.032,nan,nan
-26776.115218,nan,nan,-0.203,0.117,1.032,nan,nan
-26776.134652,nan,nan,-0.199,0.125,1.028,nan,nan
-26776.154087,nan,nan,-0.199,0.117,1.036,nan,nan
-26776.173521,nan,nan,-0.203,0.117,1.036,nan,nan
-26776.192956,nan,nan,-0.199,0.121,1.036,nan,nan
-26776.212391,nan,nan,-0.207,0.117,1.032,nan,nan
-26776.231825,nan,nan,-0.203,0.125,1.032,nan,nan
-26776.25126,nan,nan,-0.203,0.121,1.04,nan,nan
-26776.270694,nan,nan,-0.203,0.121,1.028,nan,nan
-26776.290129,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.309563,nan,nan,-0.207,0.117,1.036,nan,nan
-26776.328998,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.348433,nan,nan,-0.203,0.117,1.036,nan,nan
-26776.367867,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.387302,nan,nan,-0.203,0.117,1.032,nan,nan
-26776.406736,nan,nan,-0.203,0.121,1.036,nan,nan
-26776.426171,nan,nan,-0.199,0.117,1.032,nan,nan
-26776.445605,nan,nan,-0.203,0.117,1.036,nan,nan
-26776.46504,nan,nan,-0.203,0.121,1.036,nan,nan
-26776.484475,nan,nan,-0.203,0.121,1.028,nan,nan
-26776.503909,nan,nan,-0.207,0.117,1.032,nan,nan
-26776.523344,nan,nan,-0.207,0.117,1.028,nan,nan
-26776.542778,nan,nan,-0.203,0.117,1.032,nan,nan
-26776.562213,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.581647,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.601082,nan,nan,-0.199,0.121,1.036,nan,nan
-26776.620517,nan,nan,-0.199,0.121,1.036,nan,nan
-26776.639951,nan,nan,-0.207,0.121,1.032,nan,nan
-26776.659386,nan,nan,-0.203,0.121,1.028,nan,nan
-26776.67882,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.698255,nan,nan,-0.203,0.117,1.036,nan,nan
-26776.717689,nan,nan,-0.203,0.121,1.032,nan,nan
-26776.737124,nan,nan,-0.199,0.121,1.036,nan,nan
-26776.756559,nan,nan,-0.203,0.121,1.032,nan,nan
-26776.775993,nan,nan,-0.207,0.117,1.036,nan,nan
-26776.795428,nan,nan,-0.199,0.121,1.032,nan,nan
-26776.814862,nan,nan,-0.211,0.117,1.032,nan,nan
-26776.834297,nan,nan,-0.191,0.109,1.036,nan,nan
-26776.853731,nan,nan,-0.211,0.129,1.032,nan,nan
-26776.873166,nan,nan,-0.191,0.113,1.028,nan,nan
-26776.892601,nan,nan,-0.211,0.117,1.045,nan,nan
-26776.912035,nan,nan,-0.203,0.117,1.028,nan,nan
-26776.93147,nan,nan,-0.207,0.117,1.04,nan,nan
-26776.950904,nan,nan,-0.199,0.117,1.028,nan,nan
-26776.970339,nan,nan,-0.203,0.117,1.032,nan,nan
-26776.989773,nan,nan,-0.203,0.121,1.032,nan,nan
-26777.009208,nan,nan,-0.203,0.117,1.036,nan,nan
-26777.028643,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.048077,nan,nan,-0.199,0.117,1.036,nan,nan
-26777.067512,nan,nan,-0.203,0.121,1.028,nan,nan
-26777.086946,nan,nan,-0.203,0.117,1.036,nan,nan
-26777.106381,nan,nan,-0.199,0.117,1.028,nan,nan
-26777.125815,nan,nan,-0.207,0.117,1.036,nan,nan
-26777.14525,nan,nan,-0.199,0.117,1.036,nan,nan
-26777.164685,nan,nan,-0.199,0.117,1.036,nan,nan
-26777.184119,nan,nan,-0.199,0.121,1.036,nan,nan
-26777.203554,nan,nan,-0.199,0.117,1.032,nan,nan
-26777.222988,nan,nan,-0.203,0.117,1.028,nan,nan
-26777.242423,nan,nan,-0.207,0.117,1.032,nan,nan
-26777.261857,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.281292,nan,nan,-0.203,0.121,1.036,nan,nan
-26777.300727,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.320161,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.339596,nan,nan,-0.203,0.117,1.036,nan,nan
-26777.35903,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.378465,nan,nan,-0.199,0.117,1.036,nan,nan
-26777.397899,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.417334,nan,nan,-0.203,0.117,1.036,nan,nan
-26777.436769,nan,nan,-0.203,0.121,1.024,nan,nan
-26777.456203,nan,nan,-0.203,0.121,1.036,nan,nan
-26777.475638,nan,nan,-0.203,0.117,1.04,nan,nan
-26777.495072,nan,nan,-0.207,0.121,1.036,nan,nan
-26777.514507,nan,nan,-0.195,0.121,1.036,nan,nan
-26777.533941,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.553376,nan,nan,-0.207,0.117,1.036,nan,nan
-26777.572811,nan,nan,-0.199,0.121,1.036,nan,nan
-26777.592245,nan,nan,-0.199,0.125,1.036,nan,nan
-26777.61168,nan,nan,-0.203,0.121,1.036,nan,nan
-26777.631114,nan,nan,-0.207,0.117,1.036,nan,nan
-26777.650549,nan,nan,-0.199,0.125,1.036,nan,nan
-26777.669983,nan,nan,-0.203,0.121,1.036,nan,nan
-26777.689418,nan,nan,-0.203,0.121,1.036,nan,nan
-26777.708853,nan,nan,-0.207,0.121,1.036,nan,nan
-26777.728287,nan,nan,-0.203,0.121,1.032,nan,nan
-26777.747722,nan,nan,-0.199,0.117,1.036,nan,nan
-26777.767156,nan,nan,-0.207,0.117,1.032,nan,nan
-26777.786591,nan,nan,-0.203,0.121,1.032,nan,nan
-26777.806025,nan,nan,-0.203,0.117,1.032,nan,nan
-26777.82546,nan,nan,-0.207,0.117,1.032,nan,nan
-26777.844895,nan,nan,-0.199,0.121,1.032,nan,nan
-26777.864329,nan,nan,-0.199,0.121,1.036,nan,nan
-26777.883764,nan,nan,-0.199,0.125,1.028,nan,nan
-26777.903198,nan,nan,-0.203,0.121,1.032,nan,nan
-26777.922633,nan,nan,-0.211,0.117,1.036,nan,nan
-26777.942067,nan,nan,-0.211,0.117,1.036,nan,nan
-26777.961502,nan,nan,-0.203,0.121,1.036,nan,nan
-26777.980937,nan,nan,-0.203,0.121,1.032,nan,nan
-26778.000371,nan,nan,-0.203,0.117,1.032,nan,nan
-26778.019806,nan,nan,-0.203,0.117,1.032,nan,nan
-26778.03924,nan,nan,-0.203,0.117,1.036,nan,nan
-26778.058675,nan,nan,-0.203,0.129,1.032,nan,nan
-26778.078109,nan,nan,-0.207,0.133,1.028,nan,nan
-26778.097544,nan,nan,-0.211,0.121,1.04,nan,nan
-26778.116979,nan,nan,-0.179,0.109,1.024,nan,nan
-26778.136413,nan,nan,-0.231,0.109,1.036,nan,nan
-26778.155848,nan,nan,-0.191,0.133,1.012,nan,nan
-26778.175282,nan,nan,-0.199,0.125,1.053,nan,nan
-26778.194717,nan,nan,-0.203,0.113,1.02,nan,nan
-26778.214151,nan,nan,-0.215,0.113,1.032,nan,nan
-26778.233586,nan,nan,-0.183,0.117,1.045,nan,nan
-26778.253021,nan,nan,-0.219,0.121,1.024,nan,nan
-26778.272455,nan,nan,-0.211,0.129,1.028,nan,nan
-26778.29189,nan,nan,-0.191,0.121,1.032,nan,nan
-26778.311324,nan,nan,-0.215,0.117,1.045,nan,nan
-26778.330759,nan,nan,-0.199,0.113,1.024,nan,nan
-26778.350193,nan,nan,-0.211,0.117,1.036,nan,nan
-26778.369628,nan,nan,-0.199,0.117,1.028,nan,nan
-26778.389062,nan,nan,-0.199,0.121,1.036,nan,nan
-26778.408497,nan,nan,-0.203,0.121,1.032,nan,nan
-26778.427932,nan,nan,-0.195,0.117,1.036,nan,nan
-26778.447366,nan,nan,-0.207,0.117,1.032,nan,nan
-26778.466801,nan,nan,-0.203,0.117,1.036,nan,nan
-26778.486235,nan,nan,-0.203,0.117,1.036,nan,nan
-26778.50567,nan,nan,-0.207,0.117,1.036,nan,nan
-26778.525104,nan,nan,-0.203,0.113,1.032,nan,nan
-26778.544539,nan,nan,-0.207,0.117,1.04,nan,nan
-26778.563974,nan,nan,-0.207,0.121,1.024,nan,nan
-26778.583408,nan,nan,-0.199,0.117,1.04,nan,nan
-26778.602843,nan,nan,-0.219,0.117,1.04,nan,nan
-26778.622277,nan,nan,-0.199,0.133,1.024,nan,nan
-26778.641712,nan,nan,-0.207,0.125,1.024,nan,nan
-26778.661146,nan,nan,-0.207,0.113,1.036,nan,nan
-26778.680581,nan,nan,-0.199,0.117,1.036,nan,nan
-26778.700016,nan,nan,-0.203,0.125,1.028,nan,nan
-26778.71945,nan,nan,-0.203,0.113,1.032,nan,nan
-26778.738885,nan,nan,-0.199,0.121,1.036,nan,nan
-26778.758319,nan,nan,-0.203,0.121,1.02,nan,nan
-26778.777754,nan,nan,-0.203,0.117,1.036,nan,nan
-26778.797188,nan,nan,-0.203,0.117,1.028,nan,nan
-26778.816623,nan,nan,-0.199,0.125,1.032,nan,nan
-26778.836058,nan,nan,-0.203,0.117,1.036,nan,nan
-26778.855492,nan,nan,-0.207,0.125,1.02,nan,nan
-26778.874927,nan,nan,-0.203,0.117,1.04,nan,nan
-26778.894361,nan,nan,-0.199,0.117,1.04,nan,nan
-26778.913796,nan,nan,-0.207,0.117,1.032,nan,nan
-26778.93323,nan,nan,-0.211,0.113,1.036,nan,nan
-26778.952665,nan,nan,-0.199,0.117,1.032,nan,nan
-26778.9721,nan,nan,-0.203,0.125,1.036,nan,nan
-26778.991534,nan,nan,-0.203,0.121,1.028,nan,nan
-26779.010969,nan,nan,-0.203,0.125,1.028,nan,nan
-26779.030403,nan,nan,-0.203,0.121,1.032,nan,nan
-26779.049838,nan,nan,-0.207,0.117,1.032,nan,nan
-26779.069272,nan,nan,-0.203,0.125,1.036,nan,nan
-26779.088707,nan,nan,-0.199,0.117,1.032,nan,nan
-26779.108142,nan,nan,-0.207,0.117,1.032,nan,nan
-26779.127576,nan,nan,-0.207,0.121,1.028,nan,nan
-26779.147011,nan,nan,-0.203,0.117,1.036,nan,nan
-26779.166445,nan,nan,-0.203,0.117,1.04,nan,nan
-26779.18588,nan,nan,-0.207,0.125,1.028,nan,nan
-26779.205314,nan,nan,-0.203,0.121,1.036,nan,nan
-26779.224749,nan,nan,-0.199,0.109,1.036,nan,nan
-26779.244184,nan,nan,-0.219,0.125,1.049,nan,nan
-26779.263618,nan,nan,-0.187,0.125,0.984,nan,nan
-26779.283053,nan,nan,-0.199,0.105,1.073,nan,nan
-26779.302487,nan,nan,-0.215,0.113,1.008,nan,nan
-26779.321922,nan,nan,-0.191,0.125,1.004,nan,nan
-26779.341356,nan,nan,-0.207,0.121,1.077,nan,nan
-26779.360791,nan,nan,-0.203,0.125,1.0,nan,nan
-26779.380226,nan,nan,-0.199,0.125,1.028,nan,nan
-26779.39966,nan,nan,-0.207,0.113,1.04,nan,nan
-26779.419095,nan,nan,-0.203,0.121,1.024,nan,nan
-26779.438529,nan,nan,-0.199,0.125,1.032,nan,nan
-26779.457964,nan,nan,-0.211,0.117,1.036,nan,nan
-26779.477398,nan,nan,-0.195,0.117,1.024,nan,nan
-26779.496833,nan,nan,-0.207,0.113,1.045,nan,nan
-26779.516268,nan,nan,-0.199,0.117,1.02,nan,nan
-26779.535702,nan,nan,-0.203,0.121,1.036,nan,nan
-26779.555137,nan,nan,-0.199,0.125,1.036,nan,nan
-26779.574571,nan,nan,-0.203,0.117,1.04,nan,nan
-26779.594006,nan,nan,-0.203,0.121,1.028,nan,nan
-26779.61344,nan,nan,-0.203,0.117,1.036,nan,nan
-26779.632875,nan,nan,-0.195,0.117,1.032,nan,nan
-26779.65231,nan,nan,-0.203,0.117,1.032,nan,nan
-26779.671744,nan,nan,-0.203,0.117,1.036,nan,nan
-26779.691179,nan,nan,-0.207,0.121,1.04,nan,nan
-26779.710613,nan,nan,-0.215,0.125,1.032,nan,nan
-26779.730048,nan,nan,-0.203,0.133,1.012,nan,nan
-26779.749482,nan,nan,-0.211,0.121,1.036,nan,nan
-26779.768917,nan,nan,-0.207,0.129,1.032,nan,nan
-26779.788352,nan,nan,-0.25,0.194,1.045,nan,nan
-26779.807786,nan,nan,-0.211,0.073,1.053,nan,nan
-26779.827221,nan,nan,-0.195,0.161,1.053,nan,nan
-26779.846655,nan,nan,-0.219,0.133,1.024,nan,nan
-26779.86609,nan,nan,-0.183,0.121,1.008,nan,nan
-26779.885524,nan,nan,-0.219,0.125,1.061,nan,nan
-26779.904959,nan,nan,-0.219,0.141,1.024,nan,nan
-26779.924394,nan,nan,-0.176,0.109,1.012,nan,nan
-26779.943828,nan,nan,-0.211,0.093,1.073,nan,nan
-26779.963263,nan,nan,-0.211,0.133,0.984,nan,nan
-26779.982697,nan,nan,-0.187,0.129,1.016,nan,nan
-26780.002132,nan,nan,-0.211,0.109,1.065,nan,nan
-26780.021566,nan,nan,-0.191,0.121,1.012,nan,nan
-26780.041001,nan,nan,-0.215,0.121,1.036,nan,nan
-26780.060436,nan,nan,-0.191,0.105,1.045,nan,nan
-26780.07987,nan,nan,-0.215,0.125,1.016,nan,nan
-26780.099305,nan,nan,-0.207,0.129,1.04,nan,nan
-26780.118739,nan,nan,-0.179,0.113,1.036,nan,nan
-26780.138174,nan,nan,-0.219,0.117,1.016,nan,nan
-26780.157608,nan,nan,-0.203,0.113,1.032,nan,nan
-26780.177043,nan,nan,-0.203,0.113,1.036,nan,nan
-26780.196478,nan,nan,-0.207,0.117,1.04,nan,nan
-26780.215912,nan,nan,-0.215,0.097,1.032,nan,nan
-26780.235347,nan,nan,-0.203,0.125,1.045,nan,nan
-26780.254781,nan,nan,-0.211,0.085,1.061,nan,nan
-26780.274216,nan,nan,-0.215,0.065,1.036,nan,nan
-26780.29365,nan,nan,-0.191,0.032,1.032,nan,nan
-26780.313085,nan,nan,-0.207,-0.052,1.045,nan,nan
-26780.33252,nan,nan,-0.203,-0.125,1.061,nan,nan
-26780.351954,nan,nan,-0.223,-0.141,1.061,nan,nan
-26780.371389,nan,nan,-0.207,-0.109,1.081,nan,nan
-26780.390823,nan,nan,-0.199,-0.117,1.032,nan,nan
-26780.410258,nan,nan,-0.207,-0.089,1.073,nan,nan
-26780.429692,nan,nan,-0.187,-0.073,1.036,nan,nan
-26780.449127,nan,nan,-0.235,-0.056,1.069,nan,nan
-26780.468562,nan,nan,-0.195,-0.036,1.049,nan,nan
-26780.487996,nan,nan,-0.223,-0.008,1.045,nan,nan
-26780.507431,nan,nan,-0.187,0.004,1.045,nan,nan
-26780.526865,nan,nan,-0.183,0.02,1.053,nan,nan
-26780.5463,nan,nan,-0.203,0.036,1.036,nan,nan
-26780.565734,nan,nan,-0.235,0.052,1.04,nan,nan
-26780.585169,nan,nan,-0.207,0.065,1.032,nan,nan
-26780.604604,nan,nan,-0.187,0.073,1.04,nan,nan
-26780.624038,nan,nan,-0.199,0.093,1.032,nan,nan
-26780.643473,nan,nan,-0.215,0.101,1.036,nan,nan
-26780.662907,nan,nan,-0.183,0.125,1.036,nan,nan
-26780.682342,nan,nan,-0.215,0.137,1.04,nan,nan
-26780.701776,nan,nan,-0.176,0.165,1.016,nan,nan
-26780.721211,nan,nan,-0.215,0.177,1.053,nan,nan
-26780.740646,nan,nan,-0.211,0.173,0.992,nan,nan
-26780.76008,nan,nan,-0.215,0.177,1.036,nan,nan
-26780.779515,nan,nan,-0.223,0.198,1.028,nan,nan
-26780.798949,nan,nan,-0.211,0.198,1.04,nan,nan
-26780.818384,nan,nan,-0.179,0.21,0.992,nan,nan
-26780.837818,nan,nan,-0.172,0.214,1.036,nan,nan
-26780.857253,nan,nan,-0.16,0.21,1.004,nan,nan
-26780.876687,nan,nan,-0.231,0.238,1.028,nan,nan
-26780.896122,nan,nan,-0.266,0.254,1.012,nan,nan
-26780.915557,nan,nan,-0.29,0.327,0.927,nan,nan
-26780.934991,nan,nan,-0.239,0.347,1.024,nan,nan
-26780.954426,nan,nan,-0.148,0.387,1.073,nan,nan
-26780.97386,nan,nan,-0.045,0.339,1.036,nan,nan
-26780.993295,nan,nan,-0.057,0.306,1.016,nan,nan
-26781.012729,nan,nan,-0.152,0.27,0.951,nan,nan
-26781.032164,nan,nan,-0.27,0.21,1.012,nan,nan
-26781.051599,nan,nan,-0.361,0.21,1.053,nan,nan
-26781.071033,nan,nan,-0.361,0.185,1.049,nan,nan
-26781.090468,nan,nan,-0.239,0.198,0.98,nan,nan
-26781.109902,nan,nan,-0.16,0.21,1.045,nan,nan
-26781.129337,nan,nan,-0.077,0.238,1.045,nan,nan
-26781.148771,nan,nan,-0.069,0.242,1.004,nan,nan
-26781.168206,nan,nan,-0.093,0.194,1.016,nan,nan
-26781.187641,nan,nan,-0.168,0.141,1.045,nan,nan
-26781.207075,nan,nan,-0.262,0.109,1.02,nan,nan
-26781.22651,nan,nan,-0.325,0.101,0.992,nan,nan
-26781.245944,nan,nan,-0.345,0.101,1.085,nan,nan
-26781.265379,nan,nan,-0.207,0.06,1.016,nan,nan
-26781.284813,nan,nan,-0.093,0.056,1.0,nan,nan
-26781.304248,nan,nan,-0.168,0.141,1.125,nan,nan
-26781.323683,nan,nan,-0.16,0.169,1.02,nan,nan
-26781.343117,nan,nan,-0.183,0.165,0.964,nan,nan
-26781.362552,nan,nan,-0.203,0.141,1.04,nan,nan
-26781.381986,nan,nan,-0.215,0.097,1.077,nan,nan
-26781.401421,nan,nan,-0.223,0.101,1.0,nan,nan
-26781.420855,nan,nan,-0.239,0.121,1.032,nan,nan
-26781.44029,nan,nan,-0.207,0.109,1.036,nan,nan
-26781.459725,nan,nan,-0.191,0.117,1.04,nan,nan
-26781.479159,nan,nan,-0.191,0.145,1.032,nan,nan
-26781.498594,nan,nan,-0.176,0.137,1.024,nan,nan
-26781.518028,nan,nan,-0.183,0.129,1.04,nan,nan
-26781.537463,nan,nan,-0.203,0.133,1.036,nan,nan
-26781.556897,nan,nan,-0.231,0.109,0.98,nan,nan
-26781.576332,nan,nan,-0.172,0.125,1.057,nan,nan
-26781.595767,nan,nan,-0.227,0.105,1.045,nan,nan
-26781.615201,nan,nan,-0.211,0.141,0.931,nan,nan
-26781.634636,nan,nan,-0.12,0.105,1.016,nan,nan
-26781.65407,nan,nan,-0.187,0.141,1.101,nan,nan
-26781.673505,nan,nan,-0.105,0.056,1.178,nan,nan
-26781.692939,nan,nan,0.026,-0.101,1.219,nan,nan
-26781.712374,nan,nan,-0.377,0.177,1.417,nan,nan
-26781.731809,nan,nan,-0.318,0.319,0.984,nan,nan
-26781.751243,nan,nan,-0.736,0.315,0.737,nan,nan
-26781.770678,nan,nan,-0.475,0.173,0.644,nan,nan
-26781.790112,nan,nan,0.187,0.25,0.931,nan,nan
-26781.809547,nan,nan,-0.574,-0.008,1.231,nan,nan
-26781.828981,nan,nan,-0.716,0.097,1.206,nan,nan
-26781.848416,nan,nan,-0.578,0.226,1.182,nan,nan
-26781.867851,nan,nan,-0.598,0.468,0.87,nan,nan
-26781.887285,nan,nan,-0.487,0.456,0.907,nan,nan
-26781.90672,nan,nan,-0.653,0.819,0.316,nan,nan
-26781.926154,nan,nan,-0.578,0.827,0.247,nan,nan
-26781.945589,nan,nan,-0.882,1.109,0.15,nan,nan
-26781.965023,nan,nan,-1.012,1.383,0.348,nan,nan
-26781.984458,nan,nan,-0.329,0.536,1.445,nan,nan
-26782.003893,nan,nan,-0.838,0.96,0.445,nan,nan
-26782.023327,nan,nan,-0.759,0.944,0.486,nan,nan
-26782.042762,nan,nan,-0.692,0.992,0.275,nan,nan
-26782.062196,nan,nan,-0.625,1.032,0.215,nan,nan
-26782.081631,nan,nan,-0.621,1.024,0.271,nan,nan
-26782.101065,nan,nan,-0.669,0.984,0.336,nan,nan
-26782.1205,nan,nan,-0.68,0.94,0.364,nan,nan
-26782.139935,nan,nan,-0.613,0.927,0.336,nan,nan
-26782.159369,nan,nan,-0.554,0.968,0.247,nan,nan
-26782.178804,nan,nan,-0.495,0.992,0.146,nan,nan
-26782.198238,nan,nan,-0.511,0.952,0.085,nan,nan
-26782.217673,nan,nan,-0.546,0.931,0.097,nan,nan
-26782.237107,nan,nan,-0.479,0.915,0.089,nan,nan
-26782.256542,nan,nan,-0.365,0.899,0.069,nan,nan
-26782.275977,nan,nan,-0.262,0.915,0.057,nan,nan
-26782.295411,nan,nan,-0.187,0.96,0.04,nan,nan
-26782.314846,nan,nan,-0.108,0.976,0.065,nan,nan
-26782.33428,nan,nan,-0.061,0.956,0.126,nan,nan
-26782.353715,nan,nan,-0.057,1.032,0.162,nan,nan
-26782.373149,nan,nan,-0.037,1.089,0.134,nan,nan
-26782.392584,nan,nan,-0.01,1.089,0.113,nan,nan
-26782.412019,nan,nan,0.037,1.149,0.17,nan,nan
-26782.431453,nan,nan,0.061,1.315,0.174,nan,nan
-26782.450888,nan,nan,-0.034,1.367,0.146,nan,nan
-26782.470322,nan,nan,-0.247,1.315,0.166,nan,nan
-26782.489757,nan,nan,-0.393,1.133,0.202,nan,nan
-26782.509191,nan,nan,-0.436,0.972,0.085,nan,nan
-26782.528626,nan,nan,-0.341,0.855,-0.097,nan,nan
-26782.548061,nan,nan,-0.27,0.823,-0.182,nan,nan
-26782.567495,nan,nan,-0.227,0.815,-0.194,nan,nan
-26782.58693,nan,nan,-0.219,0.806,-0.178,nan,nan
