Time-stamp,Atmospheric pressure (Bar),Accel_x,Accel_y,Accel_z,Temperature (°C),Unnamed:6,Unnamed:7
-55764.582237,nan,nan,0.942,-0.051,0.131,nan,nan
-55764.622782,nan,nan,0.938,-0.051,0.127,nan,nan
-55764.663327,nan,nan,0.942,-0.055,0.131,nan,nan
-55764.703872,nan,nan,0.942,-0.046,0.131,nan,nan
-55764.744417,nan,nan,0.942,-0.042,0.135,nan,nan
-55764.784962,nan,nan,0.938,-0.046,0.135,nan,nan
-55764.825507,nan,nan,0.938,-0.051,0.135,nan,nan
-55764.866052,nan,nan,0.942,-0.051,0.139,nan,nan
-55764.906597,nan,nan,0.938,-0.046,0.131,nan,nan
-55764.947142,nan,nan,0.942,-0.042,0.131,nan,nan
-55764.987687,nan,nan,0.942,-0.051,0.139,nan,nan
-55765.028231,nan,nan,0.942,-0.051,0.139,nan,nan
-55765.068776,nan,nan,0.946,-0.046,0.135,nan,nan
-55765.109321,nan,nan,0.942,-0.046,0.131,nan,nan
-55765.149866,nan,nan,0.946,-0.051,0.135,nan,nan
-55765.190411,nan,nan,0.946,-0.046,0.135,nan,nan
-55765.230956,nan,nan,0.946,-0.046,0.131,nan,nan
-55765.271501,nan,nan,0.946,-0.051,0.131,nan,nan
-55765.312046,nan,nan,0.946,-0.046,0.139,nan,nan
-55765.352591,nan,nan,0.942,-0.051,0.127,nan,nan
-55765.393136,nan,nan,0.942,-0.051,0.131,nan,nan
-55765.433681,nan,nan,0.938,-0.051,0.139,nan,nan
-55765.474226,nan,nan,0.938,-0.046,0.135,nan,nan
-55765.514771,nan,nan,0.946,-0.046,0.131,nan,nan
-55765.555315,nan,nan,0.938,-0.051,0.131,nan,nan
-55765.59586,nan,nan,0.938,-0.055,0.131,nan,nan
-55765.636405,nan,nan,0.942,-0.046,0.135,nan,nan
-55765.67695,nan,nan,0.942,-0.051,0.131,nan,nan
-55765.717495,nan,nan,0.934,-0.055,0.135,nan,nan
-55765.75804,nan,nan,0.946,-0.046,0.135,nan,nan
-55765.798585,nan,nan,0.946,-0.046,0.139,nan,nan
-55765.83913,nan,nan,0.942,-0.051,0.135,nan,nan
-55765.879675,nan,nan,0.942,-0.046,0.135,nan,nan
-55765.92022,nan,nan,0.946,-0.051,0.139,nan,nan
-55765.960765,nan,nan,0.938,-0.046,0.127,nan,nan
-55766.00131,nan,nan,0.938,-0.046,0.135,nan,nan
-55766.041854,nan,nan,0.942,-0.051,0.135,nan,nan
-55766.082399,nan,nan,0.942,-0.051,0.135,nan,nan
-55766.122944,nan,nan,0.942,-0.046,0.131,nan,nan
-55766.163489,nan,nan,0.946,-0.042,0.131,nan,nan
-55766.204034,nan,nan,0.946,-0.046,0.131,nan,nan
-55766.244579,nan,nan,0.938,-0.051,0.131,nan,nan
-55766.285124,nan,nan,0.942,-0.051,0.131,nan,nan
-55766.325669,nan,nan,0.938,-0.051,0.127,nan,nan
-55766.366214,nan,nan,0.949,-0.042,0.131,nan,nan
-55766.406759,nan,nan,0.942,-0.046,0.131,nan,nan
-55766.447304,nan,nan,0.942,-0.046,0.131,nan,nan
-55766.487849,nan,nan,0.942,-0.046,0.131,nan,nan
-55766.528394,nan,nan,0.946,-0.046,0.131,nan,nan
-55766.568938,nan,nan,0.938,-0.051,0.131,nan,nan
-55766.609483,nan,nan,0.946,-0.051,0.135,nan,nan
-55766.650028,nan,nan,0.942,-0.051,0.139,nan,nan
-55766.690573,nan,nan,0.946,-0.046,0.131,nan,nan
-55766.731118,nan,nan,0.942,-0.051,0.131,nan,nan
-55766.771663,nan,nan,0.946,-0.046,0.131,nan,nan
-55766.812208,nan,nan,0.942,-0.046,0.135,nan,nan
-55766.852753,nan,nan,0.942,-0.046,0.131,nan,nan
-55766.893298,nan,nan,0.946,-0.046,0.131,nan,nan
-55766.933843,nan,nan,0.946,-0.046,0.143,nan,nan
-55766.974388,nan,nan,0.942,-0.051,0.135,nan,nan
-55767.014933,nan,nan,0.949,-0.046,0.135,nan,nan
-55767.055478,nan,nan,0.942,-0.051,0.127,nan,nan
-55767.096022,nan,nan,0.938,-0.051,0.139,nan,nan
-55767.136567,nan,nan,0.942,-0.046,0.135,nan,nan
-55767.177112,nan,nan,0.942,-0.046,0.135,nan,nan
-55767.217657,nan,nan,0.942,-0.046,0.135,nan,nan
-55767.258202,nan,nan,0.942,-0.046,0.135,nan,nan
-55767.298747,nan,nan,0.946,-0.046,0.139,nan,nan
-55767.339292,nan,nan,0.942,-0.051,0.135,nan,nan
-55767.379837,nan,nan,0.942,-0.042,0.131,nan,nan
-55767.420382,nan,nan,0.942,-0.051,0.131,nan,nan
-55767.460927,nan,nan,0.942,-0.051,0.131,nan,nan
-55767.501472,nan,nan,0.946,-0.051,0.131,nan,nan
-55767.542017,nan,nan,0.942,-0.051,0.131,nan,nan
-55767.582562,nan,nan,0.938,-0.051,0.127,nan,nan
-55767.623106,nan,nan,0.946,-0.051,0.135,nan,nan
-55767.663651,nan,nan,0.942,-0.046,0.139,nan,nan
-55767.704196,nan,nan,0.949,-0.042,0.131,nan,nan
-55767.744741,nan,nan,0.942,-0.046,0.131,nan,nan
-55767.785286,nan,nan,0.942,-0.055,0.131,nan,nan
-55767.825831,nan,nan,0.942,-0.051,0.135,nan,nan
-55767.866376,nan,nan,0.942,-0.046,0.131,nan,nan
-55767.906921,nan,nan,0.942,-0.051,0.139,nan,nan
-55767.947466,nan,nan,0.942,-0.051,0.139,nan,nan
-55767.988011,nan,nan,0.946,-0.046,0.131,nan,nan
-55768.028556,nan,nan,0.946,-0.046,0.131,nan,nan
-55768.069101,nan,nan,0.938,-0.046,0.135,nan,nan
-55768.109646,nan,nan,0.942,-0.046,0.135,nan,nan
-55768.15019,nan,nan,0.942,-0.046,0.131,nan,nan
-55768.190735,nan,nan,0.942,-0.051,0.135,nan,nan
-55768.23128,nan,nan,0.942,-0.051,0.139,nan,nan
-55768.271825,nan,nan,0.946,-0.046,0.131,nan,nan
-55768.31237,nan,nan,0.938,-0.051,0.131,nan,nan
-55768.352915,nan,nan,0.946,-0.051,0.131,nan,nan
-55768.39346,nan,nan,0.938,-0.051,0.139,nan,nan
-55768.434005,nan,nan,0.942,-0.046,0.135,nan,nan
-55768.47455,nan,nan,0.942,-0.046,0.135,nan,nan
-55768.515095,nan,nan,0.938,-0.046,0.131,nan,nan
-55768.55564,nan,nan,0.942,-0.046,0.131,nan,nan
-55768.596185,nan,nan,0.946,-0.046,0.131,nan,nan
-55768.636729,nan,nan,0.942,-0.051,0.135,nan,nan
-55768.677274,nan,nan,0.942,-0.046,0.131,nan,nan
-55768.717819,nan,nan,0.942,-0.051,0.135,nan,nan
-55768.758364,nan,nan,0.946,-0.046,0.127,nan,nan
-55768.798909,nan,nan,0.946,-0.042,0.139,nan,nan
-55768.839454,nan,nan,0.942,-0.046,0.135,nan,nan
-55768.879999,nan,nan,0.946,-0.046,0.127,nan,nan
-55768.920544,nan,nan,0.938,-0.046,0.131,nan,nan
-55768.961089,nan,nan,0.942,-0.046,0.139,nan,nan
-55769.001634,nan,nan,0.942,-0.055,0.135,nan,nan
-55769.042179,nan,nan,0.938,-0.046,0.135,nan,nan
-55769.082724,nan,nan,0.938,-0.046,0.135,nan,nan
-55769.123269,nan,nan,0.942,-0.046,0.135,nan,nan
-55769.163813,nan,nan,0.938,-0.051,0.135,nan,nan
-55769.204358,nan,nan,0.942,-0.051,0.139,nan,nan
-55769.244903,nan,nan,0.938,-0.051,0.135,nan,nan
-55769.285448,nan,nan,0.938,-0.051,0.135,nan,nan
-55769.325993,nan,nan,0.942,-0.051,0.131,nan,nan
-55769.366538,nan,nan,0.946,-0.046,0.127,nan,nan
-55769.407083,nan,nan,0.942,-0.051,0.135,nan,nan
-55769.447628,nan,nan,0.942,-0.046,0.131,nan,nan
-55769.488173,nan,nan,0.942,-0.051,0.131,nan,nan
-55769.528718,nan,nan,0.942,-0.051,0.131,nan,nan
-55769.569263,nan,nan,0.942,-0.051,0.139,nan,nan
-55769.609808,nan,nan,0.942,-0.051,0.135,nan,nan
-55769.650353,nan,nan,0.946,-0.046,0.131,nan,nan
-55769.690897,nan,nan,0.946,-0.046,0.131,nan,nan
-55769.731442,nan,nan,0.946,-0.046,0.131,nan,nan
-55769.771987,nan,nan,0.946,-0.046,0.131,nan,nan
-55769.812532,nan,nan,0.942,-0.046,0.135,nan,nan
-55769.853077,nan,nan,0.942,-0.046,0.135,nan,nan
-55769.893622,nan,nan,0.942,-0.046,0.135,nan,nan
-55769.934167,nan,nan,0.946,-0.051,0.131,nan,nan
-55769.974712,nan,nan,0.938,-0.051,0.131,nan,nan
-55770.015257,nan,nan,0.946,-0.046,0.131,nan,nan
-55770.055802,nan,nan,0.942,-0.051,0.135,nan,nan
-55770.096347,nan,nan,0.942,-0.051,0.139,nan,nan
-55770.136892,nan,nan,0.938,-0.051,0.135,nan,nan
-55770.177437,nan,nan,0.942,-0.046,0.131,nan,nan
-55770.217981,nan,nan,0.942,-0.051,0.131,nan,nan
-55770.258526,nan,nan,0.942,-0.046,0.127,nan,nan
-55770.299071,nan,nan,0.942,-0.051,0.127,nan,nan
-55770.339616,nan,nan,0.942,-0.051,0.127,nan,nan
-55770.380161,nan,nan,0.938,-0.051,0.131,nan,nan
-55770.420706,nan,nan,0.942,-0.046,0.131,nan,nan
-55770.461251,nan,nan,0.942,-0.046,0.131,nan,nan
-55770.501796,nan,nan,0.942,-0.051,0.135,nan,nan
-55770.542341,nan,nan,0.949,-0.051,0.135,nan,nan
-55770.582886,nan,nan,0.946,-0.051,0.135,nan,nan
-55770.623431,nan,nan,0.934,-0.051,0.131,nan,nan
-55770.663976,nan,nan,0.93,-0.051,0.131,nan,nan
-55770.704521,nan,nan,0.946,-0.046,0.131,nan,nan
-55770.745065,nan,nan,0.946,-0.046,0.135,nan,nan
-55770.78561,nan,nan,0.946,-0.046,0.135,nan,nan
-55770.826155,nan,nan,0.942,-0.046,0.135,nan,nan
-55770.8667,nan,nan,0.938,-0.046,0.135,nan,nan
-55770.907245,nan,nan,0.946,-0.046,0.135,nan,nan
-55770.94779,nan,nan,0.949,-0.051,0.131,nan,nan
-55770.988335,nan,nan,0.938,-0.055,0.139,nan,nan
-55771.02888,nan,nan,0.942,-0.051,0.127,nan,nan
-55771.069425,nan,nan,0.938,-0.046,0.127,nan,nan
-55771.10997,nan,nan,0.93,-0.051,0.131,nan,nan
-55771.150515,nan,nan,0.942,-0.051,0.127,nan,nan
-55771.19106,nan,nan,0.946,-0.051,0.135,nan,nan
-55771.231604,nan,nan,0.949,-0.046,0.139,nan,nan
-55771.272149,nan,nan,0.949,-0.051,0.131,nan,nan
-55771.312694,nan,nan,0.946,-0.042,0.127,nan,nan
-55771.353239,nan,nan,0.938,-0.046,0.135,nan,nan
-55771.393784,nan,nan,0.938,-0.051,0.135,nan,nan
-55771.434329,nan,nan,0.946,-0.046,0.143,nan,nan
-55771.474874,nan,nan,0.946,-0.046,0.131,nan,nan
-55771.515419,nan,nan,0.938,-0.051,0.131,nan,nan
-55771.555964,nan,nan,0.93,-0.051,0.135,nan,nan
-55771.596509,nan,nan,0.946,-0.046,0.139,nan,nan
-55771.637054,nan,nan,0.949,-0.046,0.135,nan,nan
-55771.677599,nan,nan,0.946,-0.046,0.139,nan,nan
-55771.718144,nan,nan,0.949,-0.051,0.135,nan,nan
-55771.758688,nan,nan,0.942,-0.051,0.135,nan,nan
-55771.799233,nan,nan,0.938,-0.046,0.131,nan,nan
-55771.839778,nan,nan,0.942,-0.046,0.135,nan,nan
-55771.880323,nan,nan,0.942,-0.046,0.135,nan,nan
-55771.920868,nan,nan,0.942,-0.051,0.131,nan,nan
-55771.961413,nan,nan,0.942,-0.046,0.135,nan,nan
-55772.001958,nan,nan,0.946,-0.051,0.135,nan,nan
-55772.042503,nan,nan,0.946,-0.046,0.131,nan,nan
-55772.083048,nan,nan,0.938,-0.046,0.127,nan,nan
-55772.123593,nan,nan,0.946,-0.046,0.135,nan,nan
-55772.164138,nan,nan,0.942,-0.042,0.143,nan,nan
-55772.204683,nan,nan,0.942,-0.046,0.135,nan,nan
-55772.245228,nan,nan,0.942,-0.051,0.131,nan,nan
-55772.285772,nan,nan,0.942,-0.046,0.131,nan,nan
-55772.326317,nan,nan,0.949,-0.042,0.131,nan,nan
-55772.366862,nan,nan,0.942,-0.046,0.135,nan,nan
-55772.407407,nan,nan,0.942,-0.051,0.139,nan,nan
-55772.447952,nan,nan,0.942,-0.051,0.135,nan,nan
-55772.488497,nan,nan,0.946,-0.046,0.131,nan,nan
-55772.529042,nan,nan,0.946,-0.051,0.135,nan,nan
-55772.569587,nan,nan,0.942,-0.051,0.131,nan,nan
-55772.610132,nan,nan,0.93,-0.055,0.131,nan,nan
-55772.650677,nan,nan,0.922,-0.046,0.135,nan,nan
-55772.691222,nan,nan,0.946,-0.046,0.147,nan,nan
-55772.731767,nan,nan,0.957,-0.046,0.139,nan,nan
-55772.772312,nan,nan,0.946,-0.046,0.131,nan,nan
-55772.812856,nan,nan,0.942,-0.046,0.127,nan,nan
-55772.853401,nan,nan,0.93,-0.051,0.127,nan,nan
-55772.893946,nan,nan,0.938,-0.046,0.143,nan,nan
-55772.934491,nan,nan,0.957,-0.046,0.147,nan,nan
-55772.975036,nan,nan,0.946,-0.051,0.119,nan,nan
-55773.015581,nan,nan,1.019,0.173,0.192,nan,nan
-55773.056126,nan,nan,1.268,-0.034,-0.669,nan,nan
-55773.096671,nan,nan,1.72,-0.08,0.038,nan,nan
-55773.137216,nan,nan,1.109,-0.131,-0.18,nan,nan
-55773.177761,nan,nan,1.054,-0.249,-0.099,nan,nan
-55773.218306,nan,nan,0.436,-0.215,0.406,nan,nan
-55773.258851,nan,nan,0.451,-0.62,0.572,nan,nan
-55773.299396,nan,nan,-0.019,-0.671,0.519,nan,nan
-55773.33994,nan,nan,-0.047,-0.692,0.354,nan,nan
-55773.380485,nan,nan,0.113,-0.603,0.446,nan,nan
-55773.42103,nan,nan,0.479,-0.333,1.065,nan,nan
-55773.461575,nan,nan,0.296,-0.679,1.372,nan,nan
-55773.50212,nan,nan,-0.035,-0.384,1.525,nan,nan
-55773.542665,nan,nan,0.514,0.3,0.56,nan,nan
-55773.58321,nan,nan,0.109,-0.894,1.008,nan,nan
-55773.623755,nan,nan,-0.023,-0.574,1.222,nan,nan
-55773.6643,nan,nan,-0.175,-0.114,0.665,nan,nan
-55773.704845,nan,nan,-0.019,0.468,0.681,nan,nan
-55773.74539,nan,nan,0.381,0.304,0.741,nan,nan
-55773.785935,nan,nan,-0.117,0.236,0.762,nan,nan
-55773.826479,nan,nan,0.121,0.376,1.448,nan,nan
-55773.867024,nan,nan,0.117,0.338,1.218,nan,nan
-55773.907569,nan,nan,-0.195,0.295,1.008,nan,nan
-55773.948114,nan,nan,0.016,0.671,0.826,nan,nan
-55773.988659,nan,nan,0.097,0.941,0.794,nan,nan
-55774.029204,nan,nan,0.132,0.544,0.434,nan,nan
-55774.069749,nan,nan,0.012,0.667,0.85,nan,nan
-55774.110294,nan,nan,0.117,1.004,0.814,nan,nan
-55774.150839,nan,nan,-0.039,0.751,0.523,nan,nan
-55774.191384,nan,nan,-0.156,0.886,0.786,nan,nan
-55774.231929,nan,nan,0.222,0.865,0.604,nan,nan
-55774.272474,nan,nan,0.054,0.899,0.713,nan,nan
-55774.313019,nan,nan,0.097,1.004,0.693,nan,nan
-55774.353563,nan,nan,0.019,0.713,0.293,nan,nan
-55774.394108,nan,nan,-0.012,0.734,0.374,nan,nan
-55774.434653,nan,nan,0.257,1.0,0.305,nan,nan
-55774.475198,nan,nan,0.082,0.789,0.325,nan,nan
-55774.515743,nan,nan,0.101,0.97,0.491,nan,nan
-55774.556288,nan,nan,0.257,0.937,0.337,nan,nan
-55774.596833,nan,nan,0.07,1.021,0.41,nan,nan
-55774.637378,nan,nan,-0.004,1.089,0.281,nan,nan
-55774.677923,nan,nan,-0.195,0.861,0.192,nan,nan
-55774.718468,nan,nan,0.097,0.945,0.143,nan,nan
-55774.759013,nan,nan,0.198,0.89,0.212,nan,nan
-55774.799558,nan,nan,0.16,0.878,0.143,nan,nan
-55774.840103,nan,nan,0.163,1.122,0.139,nan,nan
-55774.880647,nan,nan,0.163,1.194,0.038,nan,nan
-55774.921192,nan,nan,0.261,1.067,0.168,nan,nan
-55774.961737,nan,nan,0.276,0.903,0.345,nan,nan
-55775.002282,nan,nan,-0.008,0.755,1.436,nan,nan
-55775.042827,nan,nan,0.37,0.688,0.568,nan,nan
-55775.083372,nan,nan,0.444,0.73,0.628,nan,nan
-55775.123917,nan,nan,0.479,0.806,0.636,nan,nan
-55775.164462,nan,nan,0.44,0.793,0.624,nan,nan
-55775.205007,nan,nan,0.44,0.781,0.592,nan,nan
-55775.245552,nan,nan,0.393,0.848,0.543,nan,nan
-55775.286097,nan,nan,0.272,0.793,0.483,nan,nan
-55775.326642,nan,nan,0.276,0.696,0.503,nan,nan
-55775.367187,nan,nan,0.268,0.797,0.358,nan,nan
-55775.407731,nan,nan,0.253,0.814,0.366,nan,nan
-55775.448276,nan,nan,0.214,0.797,0.426,nan,nan
-55775.488821,nan,nan,0.206,0.823,0.511,nan,nan
-55775.529366,nan,nan,0.222,0.835,0.543,nan,nan
-55775.569911,nan,nan,0.179,0.831,0.547,nan,nan
-55775.610456,nan,nan,0.16,0.865,0.556,nan,nan
-55775.651001,nan,nan,0.183,0.861,0.6,nan,nan
-55775.691546,nan,nan,0.191,0.823,0.616,nan,nan
-55775.732091,nan,nan,0.191,0.789,0.584,nan,nan
-55775.772636,nan,nan,0.152,1.008,0.604,nan,nan
-55775.813181,nan,nan,0.167,0.916,0.467,nan,nan
-55775.853726,nan,nan,0.14,0.873,0.418,nan,nan
-55775.894271,nan,nan,0.144,0.92,0.349,nan,nan
-55775.934815,nan,nan,0.163,0.945,0.345,nan,nan
-55775.97536,nan,nan,0.163,0.932,0.341,nan,nan
-55776.015905,nan,nan,0.187,0.899,0.374,nan,nan
-55776.05645,nan,nan,0.183,0.92,0.386,nan,nan
-55776.096995,nan,nan,0.171,0.894,0.418,nan,nan
-55776.13754,nan,nan,0.183,0.894,0.455,nan,nan
-55776.178085,nan,nan,0.175,0.894,0.455,nan,nan
-55776.21863,nan,nan,0.152,0.882,0.426,nan,nan
-55776.259175,nan,nan,0.183,0.865,0.483,nan,nan
-55776.29972,nan,nan,0.23,0.886,0.531,nan,nan
-55776.340265,nan,nan,0.21,0.865,0.535,nan,nan
-55776.38081,nan,nan,0.198,0.84,0.543,nan,nan
-55776.421354,nan,nan,0.241,0.844,0.584,nan,nan
-55776.461899,nan,nan,0.226,0.819,0.592,nan,nan
-55776.502444,nan,nan,0.23,0.835,0.58,nan,nan
-55776.542989,nan,nan,0.202,0.802,0.56,nan,nan
-55776.583534,nan,nan,0.187,0.802,0.6,nan,nan
-55776.624079,nan,nan,0.171,0.831,0.576,nan,nan
-55776.664624,nan,nan,0.171,0.806,0.592,nan,nan
-55776.705169,nan,nan,0.167,0.819,0.612,nan,nan
-55776.745714,nan,nan,0.163,0.823,0.612,nan,nan
-55776.786259,nan,nan,0.187,0.823,0.624,nan,nan
-55776.826804,nan,nan,0.16,0.797,0.58,nan,nan
-55776.867349,nan,nan,0.195,0.793,0.564,nan,nan
-55776.907894,nan,nan,0.198,0.819,0.568,nan,nan
-55776.948438,nan,nan,0.21,0.831,0.58,nan,nan
-55776.988983,nan,nan,0.187,0.827,0.608,nan,nan
-55777.029528,nan,nan,0.148,0.814,0.616,nan,nan
-55777.070073,nan,nan,0.163,0.814,0.6,nan,nan
-55777.110618,nan,nan,0.148,0.781,0.568,nan,nan
-55777.151163,nan,nan,0.171,0.814,0.552,nan,nan
-55777.191708,nan,nan,0.198,0.831,0.596,nan,nan
-55777.232253,nan,nan,0.16,0.802,0.636,nan,nan
-55777.272798,nan,nan,0.152,0.802,0.6,nan,nan
-55777.313343,nan,nan,0.171,0.802,0.6,nan,nan
-55777.353888,nan,nan,0.101,0.696,0.568,nan,nan
-55777.394433,nan,nan,0.179,0.793,0.653,nan,nan
-55777.434978,nan,nan,0.21,0.92,0.596,nan,nan
-55777.475522,nan,nan,0.257,0.827,0.665,nan,nan
-55777.516067,nan,nan,0.089,0.789,0.616,nan,nan
-55777.556612,nan,nan,0.074,0.793,0.632,nan,nan
-55777.597157,nan,nan,0.206,0.797,0.608,nan,nan
-55777.637702,nan,nan,0.23,0.823,0.636,nan,nan
-55777.678247,nan,nan,0.187,0.819,0.624,nan,nan
-55777.718792,nan,nan,0.051,0.759,0.612,nan,nan
-55777.759337,nan,nan,0.121,0.781,0.653,nan,nan
-55777.799882,nan,nan,0.074,0.802,0.64,nan,nan
-55777.840427,nan,nan,0.171,0.869,0.636,nan,nan
-55777.880972,nan,nan,0.035,0.764,0.673,nan,nan
-55777.921517,nan,nan,0.089,0.835,0.632,nan,nan
-55777.962062,nan,nan,0.039,0.747,0.701,nan,nan
-55778.002606,nan,nan,0.023,0.755,0.636,nan,nan
-55778.043151,nan,nan,0.074,0.776,0.632,nan,nan
-55778.083696,nan,nan,0.144,0.84,0.62,nan,nan
-55778.124241,nan,nan,0.093,0.827,0.661,nan,nan
-55778.164786,nan,nan,0.086,0.835,0.685,nan,nan
-55778.205331,nan,nan,0.097,0.789,0.6,nan,nan
-55778.245876,nan,nan,0.043,0.759,0.6,nan,nan
-55778.286421,nan,nan,0.074,0.797,0.681,nan,nan
-55778.326966,nan,nan,0.027,0.781,0.6,nan,nan
-55778.367511,nan,nan,0.016,0.823,0.624,nan,nan
-55778.408056,nan,nan,0.082,0.806,0.701,nan,nan
-55778.448601,nan,nan,0.07,0.823,0.693,nan,nan
-55778.489146,nan,nan,0.066,0.814,0.572,nan,nan
-55778.52969,nan,nan,0.07,0.873,0.624,nan,nan
-55778.570235,nan,nan,0.066,0.865,0.685,nan,nan
-55778.61078,nan,nan,0.043,0.747,0.681,nan,nan
-55778.651325,nan,nan,-0.195,0.561,0.556,nan,nan
-55778.69187,nan,nan,-0.144,0.692,0.572,nan,nan
-55778.732415,nan,nan,0.455,1.004,0.624,nan,nan
-55778.77296,nan,nan,0.23,1.148,0.345,nan,nan
-55778.813505,nan,nan,0.117,0.793,0.705,nan,nan
-55778.85405,nan,nan,0.171,0.823,0.624,nan,nan
-55778.894595,nan,nan,0.206,0.827,0.535,nan,nan
-55778.93514,nan,nan,0.128,0.789,0.519,nan,nan
-55778.975685,nan,nan,0.191,0.84,0.556,nan,nan
-55779.016229,nan,nan,0.167,0.844,0.592,nan,nan
-55779.056774,nan,nan,0.125,0.835,0.592,nan,nan
-55779.097319,nan,nan,0.117,0.831,0.58,nan,nan
-55779.137864,nan,nan,0.136,0.831,0.584,nan,nan
-55779.178409,nan,nan,0.152,0.84,0.592,nan,nan
-55779.218954,nan,nan,0.191,0.827,0.612,nan,nan
-55779.259499,nan,nan,0.175,0.831,0.584,nan,nan
-55779.300044,nan,nan,0.163,0.831,0.552,nan,nan
-55779.340589,nan,nan,0.125,0.835,0.572,nan,nan
-55779.381134,nan,nan,0.136,0.835,0.564,nan,nan
-55779.421679,nan,nan,0.175,0.861,0.592,nan,nan
-55779.462224,nan,nan,0.265,0.857,0.543,nan,nan
-55779.502769,nan,nan,0.163,0.797,0.543,nan,nan
-55779.543313,nan,nan,0.105,0.802,0.665,nan,nan
-55779.583858,nan,nan,0.175,0.84,0.556,nan,nan
-55779.624403,nan,nan,0.082,0.738,0.503,nan,nan
-55779.664948,nan,nan,0.206,0.89,0.523,nan,nan
-55779.705493,nan,nan,0.156,0.882,0.608,nan,nan
-55779.746038,nan,nan,0.113,0.797,0.62,nan,nan
-55779.786583,nan,nan,0.187,0.785,0.58,nan,nan
-55779.827128,nan,nan,0.144,0.789,0.58,nan,nan
-55779.867673,nan,nan,0.117,0.789,0.507,nan,nan
-55779.908218,nan,nan,0.183,0.865,0.527,nan,nan
-55779.948763,nan,nan,0.257,0.945,0.616,nan,nan
-55779.989308,nan,nan,0.121,0.831,0.628,nan,nan
-55780.029853,nan,nan,0.237,0.738,0.592,nan,nan
-55780.070397,nan,nan,0.366,0.857,0.499,nan,nan
-55780.110942,nan,nan,0.265,0.852,0.503,nan,nan
-55780.151487,nan,nan,0.171,0.84,0.531,nan,nan
-55780.192032,nan,nan,0.14,0.844,0.584,nan,nan
-55780.232577,nan,nan,0.16,0.84,0.499,nan,nan
-55780.273122,nan,nan,0.163,0.789,0.584,nan,nan
-55780.313667,nan,nan,0.047,0.785,0.547,nan,nan
-55780.354212,nan,nan,0.101,0.911,0.556,nan,nan
-55780.394757,nan,nan,0.019,0.894,0.519,nan,nan
-55780.435302,nan,nan,-0.047,0.759,0.616,nan,nan
-55780.475847,nan,nan,0.039,0.941,0.511,nan,nan
-55780.516392,nan,nan,0.14,1.013,0.62,nan,nan
-55780.556937,nan,nan,0.214,0.764,0.685,nan,nan
-55780.597481,nan,nan,0.144,0.92,0.366,nan,nan
-55780.638026,nan,nan,0.039,0.886,0.329,nan,nan
-55780.678571,nan,nan,0.245,0.848,0.519,nan,nan
-55780.719116,nan,nan,-0.062,0.827,0.592,nan,nan
-55780.759661,nan,nan,0.23,0.869,0.644,nan,nan
-55780.800206,nan,nan,-0.008,0.73,0.717,nan,nan
-55780.840751,nan,nan,-0.179,0.772,0.511,nan,nan
-55780.881296,nan,nan,-0.097,0.797,0.434,nan,nan
-55780.921841,nan,nan,-0.086,0.738,0.463,nan,nan
-55780.962386,nan,nan,-0.152,0.675,0.81,nan,nan
-55781.002931,nan,nan,-0.101,1.013,0.705,nan,nan
-55781.043476,nan,nan,-0.214,0.983,0.81,nan,nan
-55781.084021,nan,nan,-0.206,0.983,0.673,nan,nan
-55781.124565,nan,nan,0.183,0.751,0.325,nan,nan
-55781.16511,nan,nan,-0.035,1.021,0.863,nan,nan
-55781.205655,nan,nan,-0.031,0.776,0.325,nan,nan
-55781.2462,nan,nan,-0.265,0.894,0.523,nan,nan
-55781.286745,nan,nan,-0.183,0.916,0.503,nan,nan
-55781.32729,nan,nan,-0.093,0.81,0.442,nan,nan
-55781.367835,nan,nan,-0.058,0.844,0.6,nan,nan
-55781.40838,nan,nan,-0.128,0.793,0.519,nan,nan
-55781.448925,nan,nan,-0.097,0.637,0.539,nan,nan
-55781.48947,nan,nan,-0.054,0.928,0.669,nan,nan
-55781.530015,nan,nan,-0.035,0.793,0.596,nan,nan
-55781.57056,nan,nan,-0.117,0.781,0.64,nan,nan
-55781.611104,nan,nan,-0.117,0.844,0.721,nan,nan
-55781.651649,nan,nan,-0.078,0.827,0.628,nan,nan
-55781.692194,nan,nan,-0.097,0.835,0.709,nan,nan
-55781.732739,nan,nan,-0.179,0.865,0.733,nan,nan
-55781.773284,nan,nan,-0.136,0.759,0.632,nan,nan
-55781.813829,nan,nan,-0.14,0.81,0.689,nan,nan
-55781.854374,nan,nan,-0.078,0.797,0.624,nan,nan
-55781.894919,nan,nan,-0.125,0.764,0.628,nan,nan
-55781.935464,nan,nan,-0.16,0.793,0.681,nan,nan
-55781.976009,nan,nan,-0.097,0.781,0.608,nan,nan
-55782.016554,nan,nan,-0.175,0.814,0.628,nan,nan
-55782.057099,nan,nan,-0.167,0.793,0.648,nan,nan
-55782.097644,nan,nan,-0.171,0.814,0.608,nan,nan
-55782.138188,nan,nan,-0.261,0.823,0.697,nan,nan
-55782.178733,nan,nan,-0.21,0.819,0.62,nan,nan
-55782.219278,nan,nan,-0.187,0.785,0.62,nan,nan
-55782.259823,nan,nan,-0.241,0.776,0.604,nan,nan
-55782.300368,nan,nan,-0.514,0.785,0.705,nan,nan
-55782.340913,nan,nan,-0.097,0.743,0.471,nan,nan
-55782.381458,nan,nan,-0.319,0.705,0.774,nan,nan
